Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
52,Married,0.0,Master's,Self-Employed,19.0,746385.0,546007.0,9778,607.0,0.157,60.6,10,1,12.0,0,0,73.5,1591670,Auto,120,28.2,1
43,Married,0.0,PhD,Employed,20.0,335720.0,27703.0,4467,570.0,0.16,40.0,8,1,17.6,0,0,74.9,660428,Debt Consolidation,60,15.8,1
45,Married,0.0,Master's,Unemployed,22.0,121689.0,43701.0,1330,497.0,0.131,64.3,7,1,19.3,0,0,49.4,242734,Education,60,31.9,1
54,Married,2.0,Bachelor's,Employed,30.0,969777.0,,9962,581.0,0.123,56.5,9,2,26.9,0,0,72.7,1910009,Education,60,18.6,1
54,Married,1.0,Master's,Employed,31.0,596809.0,516641.0,2753,608.0,0.055,30.5,9,0,22.2,0,0,61.9,1544456,Home,24,15.7,1
54,Married,,PhD,Employed,30.0,725426.0,217182.0,1209,530.0,0.02,70.4,9,1,16.9,0,0,62.9,2091618,Home,60,28.9,1
44,Married,2.0,PhD,Employed,15.0,803373.0,757950.0,2875,543.0,0.043,72.9,8,2,20.6,0,0,54.9,1193579,Debt Consolidation,180,17.2,1
49,Married,2.0,Bachelor's,Self-Employed,18.0,311952.0,74561.0,4368,574.0,0.168,47.1,9,2,14.9,0,0,60.2,855714,Business,48,24.4,1
44,Married,2.0,Bachelor's,Employed,20.0,292317.0,77917.0,3261,513.0,0.134,37.2,9,3,12.6,0,0,64.2,286434,Home,60,25.6,1
60,Married,1.0,Bachelor's,Self-Employed,34.0,502466.0,79826.0,4306,496.0,0.103,46.6,13,1,12.9,0,0,58.3,906782,Home,48,26.1,1
48,Married,0.0,Bachelor's,Employed,18.0,293302.0,55286.0,3283,556.0,0.134,50.8,8,3,18.7,0,0,69.5,655441,Education,24,28.6,1
52,Married,2.0,Master's,Self-Employed,22.0,284435.0,194657.0,2854,548.0,0.12,25.8,9,3,26.3,0,1,64.9,312178,Business,24,32.3,1
44,Married,2.0,PhD,Employed,14.0,739929.0,,14508,487.0,0.235,95.0,9,1,15.9,0,1,62.2,531379,Business,36,41.4,1
40,Divorced,1.0,High School,Employed,12.0,326861.0,56839.0,3457,394.0,0.127,36.8,7,3,9.8,0,0,52.6,422639,Auto,36,29.6,1
54,Married,1.0,Bachelor's,Self-Employed,26.0,943589.0,676794.0,17333,670.0,0.22,45.4,9,3,21.1,0,1,71.6,757471,Debt Consolidation,120,34.9,1
55,Married,2.0,Master's,Employed,29.0,206528.0,109749.0,2108,509.0,0.122,76.6,11,1,19.5,0,1,61.8,348859,Home,180,30.6,1
48,Married,3.0,Bachelor's,Employed,24.0,476084.0,65196.0,2623,510.0,0.066,48.1,8,1,14.2,0,0,48.4,1339209,Home,48,32.5,1
54,Married,3.0,Bachelor's,Employed,33.0,221493.0,64401.0,1987,587.0,0.108,61.8,8,1,15.1,0,0,59.5,310710,Business,36,17.6,1
51,Married,3.0,Bachelor's,Self-Employed,24.0,167095.0,1972.0,1656,616.0,0.119,79.8,6,2,18.8,0,0,68.3,274379,Debt Consolidation,36,28.0,1
53,Married,2.0,High School,Self-Employed,,344082.0,235486.0,2556,619.0,0.089,53.8,11,1,18.4,0,0,70.8,580573,Education,60,24.6,1
60,Married,1.0,Master's,Employed,24.0,791928.0,201709.0,6267,718.0,0.095,31.0,9,2,32.0,0,0,75.1,832092,Business,36,14.5,1
54,Single,3.0,Bachelor's,Employed,30.0,463918.0,457060.0,4546,541.0,0.118,42.6,10,2,18.6,0,0,68.9,870758,Business,240,31.1,1
55,Divorced,1.0,High School,Unemployed,31.0,100000.0,22159.0,1562,506.0,0.187,41.6,11,0,12.6,0,0,42.1,197010,Auto,120,29.2,1
42,Married,3.0,PhD,Employed,16.0,497025.0,230232.0,8333,590.0,0.201,39.4,5,2,17.1,1,0,45.8,879607,Education,36,34.5,1
48,Married,1.0,Bachelor's,Self-Employed,23.0,398220.0,220361.0,5949,495.0,0.179,35.2,8,1,19.9,0,0,53.8,312600,Auto,36,35.9,1
49,Married,3.0,High School,Employed,26.0,106389.0,63225.0,2118,557.0,0.239,59.4,12,2,16.7,0,0,59.3,170562,Home,36,43.0,1
48,Married,4.0,Bachelor's,Self-Employed,22.0,263153.0,187244.0,3590,540.0,0.164,27.9,11,1,18.1,0,0,65.9,211356,Education,36,26.1,1
48,Divorced,1.0,Bachelor's,Employed,25.0,121262.0,127333.0,2823,,0.279,47.4,9,2,10.4,0,0,56.2,197627,Personal,24,39.1,1
49,Married,1.0,Bachelor's,Employed,20.0,999449.0,261880.0,10773,625.0,0.129,28.4,8,2,23.8,0,0,79.5,2953760,Business,48,22.5,1
44,Married,2.0,Master's,Employed,15.0,202094.0,107227.0,3357,451.0,0.199,24.2,8,1,10.9,0,0,63.4,283172,Personal,12,20.7,1
48,Single,2.0,Master's,Employed,16.0,315529.0,197364.0,2830,522.0,0.108,66.7,9,1,11.0,0,1,48.0,268244,Personal,48,39.9,1
53,Single,0.0,High School,Self-Employed,26.0,313164.0,169911.0,3530,514.0,0.135,94.0,8,2,12.8,1,1,34.5,443737,Auto,60,55.1,0
52,Married,2.0,High School,Unemployed,27.0,127613.0,93846.0,1263,460.0,0.119,48.4,10,2,19.8,0,0,58.3,182998,Education,120,38.3,1
49,Divorced,3.0,Master's,Self-Employed,28.0,520509.0,235931.0,7319,,0.169,76.0,10,3,17.4,0,0,58.0,1329076,Auto,120,35.3,1
52,Married,0.0,High School,Unemployed,24.0,100000.0,16672.0,1847,639.0,0.222,40.1,7,4,15.6,0,1,81.8,147725,Debt Consolidation,240,33.8,1
40,Married,1.0,Bachelor's,Employed,,208221.0,160083.0,5951,529.0,0.343,95.1,8,2,15.1,0,0,56.8,321297,Personal,60,41.7,1
53,Married,2.0,Master's,Employed,23.0,388242.0,288374.0,6495,449.0,0.201,,11,0,15.1,0,0,59.8,554875,Personal,48,28.0,1
40,Married,2.0,High School,Employed,12.0,247684.0,11371.0,3138,475.0,0.152,91.4,8,2,12.5,0,0,57.9,316261,Education,120,31.6,1
59,Married,2.0,Master's,Self-Employed,29.0,660818.0,283617.0,10228,696.0,0.186,52.8,12,5,26.8,0,0,63.3,1567664,Home,36,26.2,1
53,Married,3.0,Master's,Self-Employed,26.0,2875595.0,2257098.0,13262,598.0,0.055,65.0,10,1,27.1,1,1,26.2,4406850,Debt Consolidation,36,50.1,0
48,Married,2.0,Master's,Self-Employed,17.0,1963011.0,1324013.0,33950,717.0,0.208,,11,2,19.3,0,0,69.1,1553699,Home,24,20.5,1
52,Married,1.0,Bachelor's,Employed,28.0,210348.0,41202.0,2255,527.0,0.129,40.9,11,4,12.3,0,0,55.9,171256,Debt Consolidation,36,27.9,1
48,Married,1.0,Master's,Employed,22.0,465233.0,361794.0,5444,499.0,0.14,27.2,9,3,10.8,0,0,52.9,1019912,Education,48,29.5,1
54,Married,2.0,Master's,Unemployed,22.0,193369.0,146628.0,322,548.0,0.02,45.9,9,3,14.4,0,0,60.3,161143,Business,48,24.6,0
40,Married,3.0,PhD,Unemployed,20.0,239419.0,83149.0,2438,474.0,0.122,56.7,9,1,9.9,0,0,45.6,511862,Personal,36,29.9,1
56,Single,2.0,PhD,Unemployed,24.0,275170.0,162732.0,2772,476.0,0.121,28.3,11,3,21.0,0,0,57.9,176848,Education,36,21.2,1
56,Married,1.0,Master's,Unemployed,26.0,170068.0,49328.0,2334,616.0,0.165,47.2,14,5,24.0,0,0,76.5,439478,Debt Consolidation,60,22.8,1
42,Married,1.0,Master's,Unemployed,11.0,100000.0,71908.0,1401,427.0,0.168,25.8,9,3,7.3,0,0,47.4,97185,Debt Consolidation,36,19.8,1
57,Married,3.0,Bachelor's,Employed,26.0,891992.0,723118.0,6277,639.0,0.084,49.4,11,3,26.2,0,0,81.8,1455934,Home,48,12.0,1
50,Married,0.0,High School,Employed,18.0,,106506.0,1462,500.0,0.153,75.2,10,2,21.6,0,0,50.9,165865,Home,60,39.5,1
54,Single,1.0,High School,Employed,24.0,823094.0,979429.0,16687,621.0,0.243,41.2,8,4,12.7,0,0,66.4,2122054,Home,60,18.2,1
40,Married,2.0,High School,Employed,14.0,210139.0,39219.0,3632,423.0,0.207,18.1,7,1,11.3,0,0,38.8,395904,Personal,36,34.5,1
60,Married,2.0,Bachelor's,Unemployed,37.0,126339.0,56259.0,418,631.0,0.04,43.2,14,2,26.3,1,0,56.4,87611,Personal,60,23.6,1
50,Married,1.0,Master's,Unemployed,20.0,157469.0,13039.0,1683,577.0,0.128,15.4,9,0,11.7,0,0,70.7,166629,Debt Consolidation,36,18.5,1
54,Divorced,2.0,Bachelor's,Employed,22.0,250148.0,93217.0,1690,434.0,0.081,27.6,8,2,28.4,1,0,31.6,494501,Auto,36,37.0,1
46,Divorced,2.0,High School,Employed,19.0,513908.0,237598.0,1737,396.0,0.041,39.0,9,1,17.4,0,0,41.4,487738,Education,180,37.9,1
52,Married,1.0,Master's,Unemployed,,100000.0,48355.0,2027,546.0,0.243,52.3,9,4,18.4,0,0,59.0,222566,Home,60,31.6,1
46,Married,1.0,PhD,Self-Employed,31.0,662781.0,371605.0,4146,550.0,0.075,25.5,9,5,14.6,0,0,65.6,868038,Home,36,15.1,1
48,Married,2.0,High School,Employed,23.0,112114.0,84596.0,866,492.0,0.093,75.1,7,2,10.4,0,0,65.1,123479,Debt Consolidation,240,28.6,1
49,Married,3.0,High School,Employed,20.0,232620.0,24114.0,2418,523.0,0.125,36.4,9,3,11.4,0,0,62.1,278324,Education,36,21.5,1
52,Married,1.0,Bachelor's,Employed,27.0,100000.0,51265.0,1077,497.0,0.129,90.2,9,3,26.7,0,0,56.9,66832,Home,240,26.8,1
60,Married,1.0,Master's,Self-Employed,30.0,751948.0,618084.0,17735,581.0,0.283,62.0,12,2,28.2,0,0,66.5,400079,Auto,60,21.3,1
48,Married,2.0,Bachelor's,Employed,20.0,280226.0,212719.0,3842,560.0,0.165,61.5,8,2,11.2,1,1,44.6,168512,Auto,240,47.0,1
43,Single,0.0,High School,Employed,18.0,281662.0,185425.0,5974,501.0,0.255,40.6,7,3,7.7,1,1,17.0,716172,Debt Consolidation,180,56.1,0
49,Married,2.0,High School,Self-Employed,19.0,161833.0,34847.0,1440,522.0,0.107,54.3,9,4,10.3,0,0,61.8,415094,Education,180,24.2,1
48,Divorced,2.0,Bachelor's,Employed,20.0,351505.0,290129.0,2040,615.0,0.07,54.0,11,3,12.0,0,0,73.9,978952,Home,180,10.8,1
49,Married,2.0,High School,Employed,26.0,577237.0,215961.0,15289,569.0,0.318,58.9,11,2,24.5,0,0,66.5,670191,Education,240,28.2,1
48,Single,2.0,Master's,Employed,15.0,986536.0,662356.0,10630,585.0,0.129,70.3,14,1,16.1,0,0,61.4,2632845,Personal,48,24.1,1
41,Married,1.0,PhD,Employed,16.0,572892.0,178248.0,2410,599.0,0.05,20.4,6,1,12.6,0,0,64.6,1510248,Home,180,19.8,1
49,Married,2.0,Bachelor's,Self-Employed,24.0,675867.0,266352.0,8782,435.0,0.156,25.1,8,2,21.0,0,0,57.3,1182295,Personal,60,17.4,1
50,Married,0.0,PhD,Unemployed,17.0,244769.0,136092.0,4517,562.0,0.221,36.3,8,2,12.6,0,0,61.6,292961,Education,60,28.9,1
49,Married,3.0,Master's,Employed,20.0,584229.0,179325.0,4272,534.0,0.088,49.6,8,2,17.3,0,0,53.2,1633437,Home,180,22.2,1
51,Married,0.0,High School,Unemployed,14.0,164328.0,62035.0,1692,545.0,0.124,21.3,13,1,24.7,0,0,73.2,347058,Home,180,15.2,1
53,Divorced,0.0,High School,Self-Employed,24.0,182654.0,184126.0,3114,589.0,0.205,33.8,12,3,21.2,0,0,64.6,400499,Education,48,15.9,1
42,Divorced,0.0,Bachelor's,Employed,15.0,209299.0,70228.0,876,585.0,0.05,28.7,4,1,11.8,0,0,65.2,368532,Home,60,22.0,1
59,Married,0.0,Bachelor's,Employed,28.0,613242.0,301616.0,3931,507.0,0.077,,10,0,13.8,0,0,66.1,601145,Home,36,31.4,1
56,Married,2.0,PhD,Employed,22.0,739675.0,813661.0,13078,554.0,0.212,39.3,8,2,21.6,0,1,65.6,1790973,Auto,120,35.5,1
57,Divorced,1.0,High School,Self-Employed,23.0,739210.0,573550.0,5069,637.0,0.082,57.9,11,1,13.2,0,0,76.8,1635041,Home,180,18.7,1
60,Married,1.0,Master's,Unemployed,35.0,163939.0,184670.0,1075,691.0,0.079,37.7,9,2,24.9,0,0,67.8,323960,Personal,48,20.1,1
57,Married,2.0,Bachelor's,Self-Employed,31.0,583733.0,358584.0,2496,662.0,0.051,62.4,10,2,15.9,0,0,67.5,605428,Debt Consolidation,36,19.2,1
50,Divorced,2.0,High School,Employed,24.0,268459.0,76184.0,5283,529.0,0.236,65.0,10,3,24.9,0,0,49.9,351885,Education,48,38.1,1
58,Single,1.0,High School,Self-Employed,31.0,342520.0,433942.0,3740,555.0,0.131,52.5,14,5,30.8,0,0,55.2,695941,Business,60,30.6,1
56,Married,1.0,Bachelor's,Self-Employed,29.0,594066.0,421080.0,12560,641.0,0.254,70.0,10,3,25.0,0,0,80.3,1487248,Auto,180,20.7,1
54,Married,3.0,Master's,Employed,30.0,833086.0,756640.0,12065,704.0,0.174,20.2,10,2,19.8,1,0,42.6,859164,Auto,60,25.1,1
52,Single,1.0,Bachelor's,Self-Employed,20.0,472763.0,203423.0,3070,599.0,0.078,79.6,9,2,20.9,0,0,55.3,650536,Home,24,30.2,1
52,Married,0.0,Master's,Employed,24.0,754812.0,235409.0,4755,626.0,0.076,47.8,8,0,14.3,0,1,65.3,577243,Personal,12,37.1,1
40,Married,0.0,Master's,Employed,13.0,181495.0,12608.0,3025,541.0,0.2,53.7,7,1,14.7,0,0,67.8,198031,Home,60,20.6,1
57,Married,1.0,PhD,Unemployed,23.0,122196.0,66002.0,1302,644.0,0.128,80.2,8,1,24.4,0,0,74.8,354411,Personal,240,27.0,1
50,Divorced,1.0,Bachelor's,Employed,20.0,361507.0,165594.0,909,548.0,0.03,42.8,6,4,20.3,0,0,57.7,969982,Home,24,19.6,1
52,Married,2.0,Master's,Employed,18.0,478883.0,130141.0,6166,569.0,0.155,72.3,9,3,22.7,0,0,60.9,717538,Business,120,19.0,1
49,Married,3.0,High School,Self-Employed,18.0,258208.0,92569.0,1702,630.0,0.079,75.6,9,2,20.9,0,0,78.2,436923,Home,48,28.7,1
60,Married,2.0,Bachelor's,Self-Employed,26.0,631134.0,251833.0,3908,672.0,0.074,81.1,10,1,20.7,0,0,76.2,1252238,Education,48,23.8,1
57,Divorced,2.0,Master's,Employed,28.0,521859.0,848078.0,9197,614.0,0.211,21.2,12,0,26.0,0,0,66.6,1482160,Home,180,30.3,1
46,Married,2.0,High School,Employed,21.0,152518.0,58754.0,1217,513.0,0.096,21.8,8,2,10.8,0,0,61.0,325496,Debt Consolidation,24,19.9,1
44,Married,2.0,Bachelor's,Employed,20.0,324141.0,70381.0,7460,542.0,0.276,10.0,8,1,13.0,0,1,57.1,768283,Education,12,38.8,1
56,Divorced,2.0,Master's,Unemployed,24.0,182683.0,62198.0,595,588.0,0.039,60.3,9,2,13.0,0,0,67.7,161327,Debt Consolidation,60,16.8,1
49,Divorced,1.0,High School,Self-Employed,17.0,692360.0,413092.0,17640,614.0,0.306,24.5,8,0,19.1,0,1,66.7,1841007,Personal,36,35.8,1
46,Married,3.0,High School,Self-Employed,21.0,614261.0,612665.0,5749,535.0,0.112,50.6,6,5,9.5,0,0,48.6,772652,Personal,120,28.2,1
55,Single,2.0,Bachelor's,Unemployed,28.0,100000.0,24872.0,2033,,0.244,40.7,9,1,29.5,0,1,66.9,107908,Home,60,36.9,1
40,Married,0.0,Bachelor's,Unemployed,15.0,102366.0,62543.0,1179,448.0,0.138,62.5,4,3,10.8,0,0,67.3,147203,Home,36,21.7,1
40,Married,2.0,Bachelor's,Employed,20.0,360110.0,228903.0,5332,453.0,0.178,57.7,5,3,7.9,0,1,54.3,975413,Education,36,31.9,1
51,Single,1.0,Bachelor's,Unemployed,17.0,,34308.0,1367,597.0,0.091,56.7,9,1,12.3,0,0,64.8,131504,Education,12,23.3,1
48,Married,3.0,High School,Employed,17.0,,227245.0,2712,535.0,0.124,34.8,7,5,19.2,0,0,61.1,676839,Education,48,20.1,1
47,Married,1.0,Bachelor's,Employed,17.0,855745.0,536569.0,14895,555.0,0.209,56.6,9,2,21.5,0,0,63.7,1532468,Business,120,23.6,1
55,Married,3.0,Master's,Unemployed,31.0,171122.0,93466.0,4216,506.0,0.296,53.3,12,1,27.7,0,1,67.4,231619,Business,36,34.0,1
42,Married,2.0,Bachelor's,Employed,16.0,288420.0,33795.0,3201,528.0,0.133,64.6,7,3,12.0,0,0,55.7,782169,Debt Consolidation,120,32.0,1
48,Divorced,1.0,Bachelor's,Employed,21.0,587748.0,59968.0,3964,503.0,0.081,72.0,10,2,17.3,0,0,51.2,470329,Auto,180,21.2,1
60,Married,1.0,Bachelor's,Employed,27.0,513911.0,404938.0,2815,642.0,0.066,16.7,11,4,31.9,0,0,61.7,1153886,Education,24,16.0,1
48,Married,1.0,High School,Employed,18.0,145204.0,70626.0,3319,477.0,0.274,23.4,8,3,11.6,0,0,58.7,423609,Home,12,24.7,1
52,Single,3.0,High School,Employed,25.0,347719.0,43717.0,1252,521.0,0.043,30.1,8,1,15.6,0,0,59.7,954509,Business,60,36.0,1
45,Married,3.0,High School,Employed,18.0,165485.0,56184.0,1866,431.0,0.135,62.3,7,1,19.4,0,0,55.3,337059,Personal,60,39.1,1
60,Married,1.0,Bachelor's,Employed,26.0,231653.0,115205.0,386,638.0,0.02,38.0,11,3,21.1,0,0,71.7,623029,Auto,24,24.9,1
40,Married,2.0,PhD,Self-Employed,17.0,311883.0,126237.0,8762,482.0,0.337,53.0,7,2,7.2,0,1,45.4,668734,Home,240,42.5,1
51,Divorced,1.0,PhD,Self-Employed,23.0,873765.0,437306.0,15070,545.0,0.207,85.1,8,2,21.7,0,1,59.9,2523221,Auto,48,33.6,1
53,Single,2.0,High School,Employed,20.0,367126.0,57825.0,2785,610.0,0.091,72.8,13,2,21.8,0,0,80.8,557052,Business,180,26.8,1
59,Married,1.0,Bachelor's,Unemployed,31.0,100000.0,109969.0,1148,644.0,0.138,52.9,10,2,17.2,0,0,65.1,127170,Home,60,29.4,1
55,Married,1.0,Bachelor's,Employed,33.0,199391.0,144377.0,6037,660.0,0.363,42.7,8,2,17.0,0,0,66.6,322386,Education,24,31.8,1
48,Divorced,1.0,PhD,Self-Employed,24.0,532565.0,323527.0,5888,564.0,,61.8,8,1,22.5,0,0,66.8,702732,Business,240,25.0,1
59,Divorced,1.0,Bachelor's,Self-Employed,23.0,480443.0,345381.0,5035,628.0,0.126,24.7,11,3,18.7,0,0,90.9,719321,Debt Consolidation,36,20.7,1
54,Married,1.0,High School,Employed,28.0,813146.0,616352.0,1355,556.0,0.02,51.2,8,5,23.0,0,0,58.6,1793628,Education,240,17.7,1
60,Married,2.0,High School,Employed,29.0,304604.0,158475.0,1101,604.0,0.043,59.9,9,3,30.8,0,0,67.3,181620,Debt Consolidation,60,27.1,1
40,Married,1.0,Bachelor's,Self-Employed,17.0,,20838.0,2581,556.0,0.061,31.3,6,0,11.0,0,0,65.2,1194663,Education,36,24.3,1
40,Married,3.0,Master's,Employed,16.0,233482.0,18228.0,2171,570.0,0.112,22.6,7,2,15.3,0,0,64.9,641781,Auto,48,12.8,1
43,Married,2.0,Master's,Self-Employed,22.0,736274.0,399627.0,9161,567.0,0.149,68.0,8,1,11.4,1,0,50.4,1728266,Personal,48,38.1,1
41,Married,4.0,Bachelor's,Employed,16.0,237988.0,119988.0,5475,506.0,0.276,42.3,6,1,14.5,0,0,66.4,465914,Home,180,28.8,1
46,Single,0.0,Master's,Employed,23.0,511836.0,406170.0,4179,590.0,0.098,16.0,5,4,12.7,0,0,55.2,544493,Business,120,21.0,1
48,Married,1.0,High School,Employed,26.0,128310.0,24643.0,2948,,0.276,41.1,12,1,13.0,0,0,58.9,135090,Auto,48,32.7,1
50,Married,2.0,Bachelor's,Employed,21.0,742527.0,591437.0,6935,,0.112,65.6,8,4,15.0,0,0,58.7,2000954,Business,120,21.4,1
40,Married,2.0,High School,Self-Employed,12.0,357276.0,45707.0,5182,472.0,0.174,22.9,6,2,8.9,0,0,61.6,561772,Business,180,25.5,1
58,Divorced,0.0,Bachelor's,Unemployed,26.0,143911.0,30777.0,1585,472.0,0.132,48.9,12,0,28.8,0,0,44.8,313751,Home,36,39.3,1
41,Single,1.0,Bachelor's,Self-Employed,14.0,336880.0,169621.0,983,551.0,0.035,17.0,8,1,12.6,0,0,60.2,595624,Auto,48,23.4,1
54,Divorced,1.0,Bachelor's,Employed,24.0,351037.0,118029.0,11394,556.0,0.389,39.3,11,3,23.1,0,0,52.3,680360,Home,12,37.0,1
54,Married,2.0,Bachelor's,Self-Employed,23.0,591125.0,475406.0,2504,602.0,0.051,64.6,9,5,11.3,0,0,63.0,1493533,Education,240,24.0,0
41,Married,2.0,Master's,Employed,21.0,245338.0,9001.0,5805,548.0,0.284,72.8,8,2,8.2,0,0,49.7,639509,Education,24,23.5,1
40,Married,2.0,Bachelor's,Self-Employed,17.0,480718.0,79442.0,12823,525.0,0.32,77.9,8,2,17.3,0,0,72.8,1128226,Auto,36,32.1,1
48,Married,2.0,Master's,Unemployed,21.0,106315.0,55922.0,204,543.0,0.023,12.3,8,1,19.8,0,0,71.4,71904,Debt Consolidation,60,22.2,1
51,Married,0.0,PhD,Employed,26.0,254426.0,166036.0,4198,564.0,0.198,27.5,10,2,10.8,1,0,25.0,683520,Business,48,44.1,1
40,Married,1.0,Bachelor's,Self-Employed,11.0,255487.0,129714.0,3148,521.0,0.148,15.2,10,3,17.3,0,0,52.3,717869,Debt Consolidation,48,21.9,1
52,Married,2.0,High School,Employed,17.0,431497.0,246874.0,4607,538.0,0.128,66.4,11,0,20.0,0,0,53.3,698650,Auto,180,35.1,0
49,Married,2.0,Bachelor's,Employed,21.0,237641.0,172397.0,4663,561.0,0.235,71.8,7,4,22.1,0,1,66.7,224241,Business,36,46.2,1
42,Married,0.0,Bachelor's,Employed,18.0,129402.0,51587.0,398,491.0,0.037,64.1,5,0,16.9,0,0,56.4,189940,Debt Consolidation,48,29.5,1
48,Married,3.0,Bachelor's,Employed,,333686.0,115701.0,6121,524.0,0.22,35.5,11,2,24.0,0,0,57.2,583514,Business,36,29.1,1
48,Divorced,2.0,High School,Employed,24.0,459475.0,250504.0,4937,542.0,0.129,82.7,8,3,23.3,0,0,63.2,441363,Personal,48,26.8,1
54,Married,0.0,High School,Self-Employed,22.0,331428.0,119393.0,4334,547.0,0.157,42.3,10,4,11.4,1,0,31.0,732000,Education,180,33.7,1
50,Divorced,3.0,Bachelor's,Self-Employed,28.0,247590.0,87031.0,4184,555.0,0.203,67.5,7,5,18.4,1,0,38.9,685461,Personal,60,38.9,0
54,Married,3.0,High School,Unemployed,33.0,100000.0,87543.0,1320,644.0,0.158,46.7,9,1,20.8,0,0,66.8,173936,Home,60,21.1,1
60,Married,3.0,Bachelor's,Unemployed,26.0,120490.0,96262.0,1339,694.0,0.133,30.7,14,2,14.8,0,0,81.7,267800,Education,60,13.5,1
56,Married,0.0,High School,Employed,24.0,394749.0,366281.0,6730,548.0,0.205,45.3,9,2,24.9,0,0,55.9,552519,Business,36,35.7,0
45,Married,3.0,Bachelor's,Employed,21.0,588767.0,559063.0,3496,456.0,0.071,46.9,7,2,13.4,0,0,65.4,1102724,Education,60,27.4,1
57,Married,0.0,Bachelor's,Employed,22.0,568688.0,296567.0,8142,592.0,0.172,64.1,10,2,22.7,0,0,66.2,377499,Home,12,28.3,0
60,Married,1.0,Master's,Unemployed,37.0,157732.0,78315.0,262,608.0,0.02,46.7,11,6,20.8,0,0,54.6,422452,Personal,36,24.3,1
48,Married,0.0,Master's,Employed,22.0,1026152.0,216910.0,18577,614.0,0.217,88.7,8,1,23.3,0,1,72.7,2475021,Home,180,41.9,1
47,Married,2.0,Bachelor's,Self-Employed,16.0,495746.0,181735.0,6323,478.0,0.153,42.6,7,3,15.1,0,0,58.7,775944,Education,60,23.9,1
42,Married,3.0,Master's,Employed,14.0,595346.0,186618.0,8070,540.0,0.163,73.7,7,1,13.4,0,0,53.7,1116131,Education,120,29.6,1
53,Married,3.0,Master's,Unemployed,19.0,102490.0,51270.0,771,541.0,0.09,84.8,12,1,17.1,0,0,65.0,94224,Education,180,28.5,1
40,Married,0.0,High School,Unemployed,24.0,100000.0,3055.0,2445,539.0,0.293,91.0,7,4,6.7,0,0,47.8,77437,Home,48,38.6,1
47,Single,2.0,Bachelor's,Self-Employed,15.0,541262.0,341004.0,4764,609.0,0.106,38.8,9,0,19.9,0,0,66.9,803358,Personal,48,17.3,1
60,Married,3.0,Bachelor's,Unemployed,39.0,100000.0,85818.0,385,704.0,0.046,75.6,13,2,31.2,0,0,75.0,204971,Debt Consolidation,12,23.0,1
51,Married,3.0,Bachelor's,Employed,23.0,1235247.0,877691.0,16182,505.0,0.157,55.8,9,1,22.5,0,0,49.8,1340362,Personal,36,27.3,1
52,Divorced,2.0,Master's,Self-Employed,25.0,629564.0,504138.0,8791,564.0,0.168,60.0,13,2,21.1,1,0,34.0,1821742,Debt Consolidation,12,47.9,1
51,Married,0.0,Master's,Unemployed,18.0,185899.0,84922.0,571,537.0,0.037,69.4,7,1,12.4,0,0,62.4,242509,Business,60,20.9,0
40,Divorced,3.0,High School,Employed,19.0,198145.0,72737.0,1004,564.0,0.061,28.4,5,2,16.4,0,0,62.1,385860,Business,60,27.9,1
54,Married,2.0,Bachelor's,Unemployed,25.0,103910.0,1709.0,1617,643.0,0.187,55.1,13,1,13.8,0,1,65.0,291550,Business,120,35.4,1
58,Married,3.0,Master's,Self-Employed,24.0,1051811.0,1010014.0,13686,568.0,0.156,19.6,10,0,20.5,0,0,74.3,2948920,Business,180,20.8,1
49,Married,3.0,Bachelor's,Employed,18.0,363561.0,196973.0,4032,611.0,0.133,53.7,7,1,20.8,0,0,78.0,1090174,Auto,120,14.9,1
40,Single,,High School,Self-Employed,14.0,287141.0,10261.0,3063,454.0,0.128,77.8,7,2,10.0,0,0,67.0,747684,Business,36,37.5,1
50,Divorced,2.0,Bachelor's,Employed,18.0,650087.0,357775.0,7706,556.0,0.142,39.8,9,1,10.6,0,0,51.6,1509970,Education,60,40.2,1
48,Married,1.0,Bachelor's,Self-Employed,26.0,1165923.0,608869.0,14699,477.0,0.151,66.7,7,1,9.5,0,1,44.9,1333516,Auto,12,32.0,1
40,Married,2.0,Bachelor's,Employed,23.0,625860.0,582057.0,1903,504.0,0.036,56.2,6,1,9.1,0,0,51.8,1338888,Auto,60,31.5,1
52,Married,1.0,Master's,Employed,29.0,206521.0,264190.0,1661,546.0,0.097,25.5,7,3,21.1,0,0,57.4,313713,Education,60,26.1,1
44,Divorced,2.0,Master's,Employed,18.0,100470.0,61459.0,751,603.0,0.09,58.2,9,2,16.7,0,0,65.7,202061,Education,180,24.6,1
54,Single,1.0,Bachelor's,Employed,26.0,249475.0,216790.0,2290,636.0,0.11,52.4,9,2,21.7,0,0,62.7,648176,Debt Consolidation,60,21.0,1
60,Married,1.0,Master's,Self-Employed,38.0,405254.0,391420.0,881,590.0,0.026,60.1,9,4,17.5,0,0,62.2,656766,Business,180,29.7,1
